Data,Kw ACS,Kw Riscaldamento
2022-12-07,0,0
2022-12-08,0.16241693733898,60.5947992293154
2022-12-09,1.12446140372356,67.2626556409992
2022-12-10,0.324141063349018,38.4571598855483
2022-12-11,0.864571768426246,43.4787259504212
2022-12-12,2.12579464607082,26.982414184426
2022-12-13,2.48291034072288,6.54554395330645
2022-12-14,3.57444580655799,58.7944540399664
2022-12-15,1.95579639986881,13.6763775097046
2022-12-16,0.824292733665416,37.4613909630257
2022-12-17,5.87059505623929,21.9311387545123
2022-12-18,3.33383632033433,56.6667517526441
2022-12-19,4.46406916588841,24.8813651566859
2022-12-20,3.94534015396345,32.6428063230665
2022-12-21,0.451371191242356,6.81088788208645
2022-12-22,0.987102031625423,23.008619817665
2022-12-23,5.36196117365684,29.6230062194576
2022-12-24,0.237000909647697,32.0348757280284
2022-12-25,6.42687369072262,58.2175319626995
2022-12-26,4.61904222297935,41.5876369639569
2022-12-27,2.22232873807433,18.446772283434
2022-12-28,4.37881176429581,4.08403851463952
2022-12-29,6.74121515631899,19.5485858538493
2022-12-30,5.9135520582061,23.591128652617
2022-12-31,1.07701203535087,56.0773531196023
2023-01-01,5.72993315898956,23.4440583329722
2023-01-01,3.70594544024094,105.553773987326
2023-01-02,5.47972845595831,41.1847695370119
2023-01-03,6.40172654186143,42.2307827223801
2023-01-04,3.56830550123167,88.5760695550244
2023-01-05,2.66568695090584,89.7553907334354
2023-01-06,0.816584202328446,26.5698300553976
2023-01-07,4.43273954542914,74.544581472029
2023-01-08,1.82878293615774,71.0057998498378
2023-01-09,6.90682568855239,103.073729628618
2023-01-10,21.1614704141601,113.078625838327
2023-01-11,24.4341296476061,1.7474443806408
2023-01-12,26.4045878008031,33.6288903625079
2023-01-13,23.4057859087053,100.761497048765
2023-01-14,10.8773863857399,111.462137489833
2023-01-15,21.1614704141601,47.4872255040839
2023-01-16,5.18082753420595,31.4251157154846
2023-01-17,7.10643442450382,124.899102091769
2023-01-18,12.1318295337113,105.840079153061
2023-01-19,21.1614704141601,13.6332233261904
2023-01-20,24.4341296476061,110.952550123421
2023-01-21,26.4045878008031,10.0886283330906
2023-01-22,23.4057859087053,8.13297540880227
2023-01-23,16.2318197629174,124.046863442294
2023-01-24,3.0479540339772,200.126206130784
2023-01-25,14.4382449302081,51.4451488867257
2023-01-26,5.0796707678697,198.746196426925
2023-01-27,19.4526250032543,173.018066379194
2023-01-28,22.4899798052461,165.043368647553
2023-01-29,23.3122476092896,190.277541321692
2023-01-30,15.0015714432603,52.4361337813404
2023-01-31,27.257994926546,57.6392955323092
2023-02-01,14.424887482161,67.1265920526339
2023-03-01,16.1359817043895,63.1324637667718
2023-03-02,13.3867232565187,48.0765625479264
2023-03-03,9.89101109076119,54.6114284422943
2023-03-04,12.6463637004864,61.2553361307841
2023-03-05,10.2467336613274,48.2628901339584
2023-03-06,11.9258382191221,88.8405634036979
2023-03-07,16.0946316079864,68.8926157100143
2023-03-08,13.9884402515368,71.4403861893904
2023-03-09,5.75064406991727,79.8251323146785
2023-03-10,10.1212847936437,111.448434604515
2023-03-11,10.4803804177336,8.17643028386524
2023-03-12,5.80842193606313,70.29169000403
2023-03-13,3.3676429995971,11.0132314956148
2023-03-14,6.82660808510841,44.698490580329
2023-03-15,5.53713656121021,74.3742153578057
2023-03-16,2.22877256010927,133.002337894097
2023-03-17,5.26658238203126,54.923371008132
2023-03-18,3.36277525780167,80.139664195708
2023-03-19,5.8571736194446,20.4922892350194
2023-03-20,5.49802195103391,19.7627850689939
2023-03-21,0.856603320217146,95.8597219701246
2023-03-22,3.22246404245818,0.629790737295625
2023-03-23,0.889439998929227,23.5301771844409
2023-03-24,6.47935458589544,46.216556929949
2023-03-25,3.74607134308307,63.1338133611487
2023-03-26,1.76439155296059,24.6506039671447
2023-03-27,6.33635090170274,37.2338240821836
2023-03-28,1.7143567640587,82.272286899918
2023-03-29,4.99288579229981,89.0701452874167
2023-03-30,1.52848735648392,64.376348545004
2023-03-31,3.2811687020863,72.9010098562149
2023-04-01,5.23711115061579,34.3041006035041
2023-03-01,4.04686351830625,86.6298837852717
2023-03-02,7.18277851039791,79.9120748497623
2023-03-03,2.59186173857869,5.37623329251878
2023-03-04,4.46436745784754,24.5090805513929
2023-03-05,9.11626455219807,87.9659973512325
2023-03-06,4.10333668896043,17.1570687448771
2023-03-07,6.76281533086585,70.9741049657431
